# Program:featureCounts v2.0.8; Command:"featureCounts" "dedup/star/Int-01_S42_L005.bam" "dedup/star/Int-02_S43_L005.bam" "dedup/star/Int-03_S44_L005.bam" "dedup/star/Int-04_S45_L005.bam" "dedup/star/Liv-01_S38_L005.bam" "dedup/star/Liv-02_S39_L005.bam" "dedup/star/Liv-03_S40_L005.bam" "dedup/star/Liv-04_S41_L005.bam" "-a" "genome/annotations.gtf" "-o" "counts/star/counts.tsv" "-T" "32" "-p" "--countReadPairs" "-C" "--ignoreDup" "-M" "--fraction" "--byReadGroup" 
Geneid	Chr	Start	End	Strand	Length	dedup/star/Int-01_S42_L005.bam:Int-01_S42_L005	dedup/star/Int-02_S43_L005.bam:Int-02_S43_L005	dedup/star/Int-03_S44_L005.bam:Int-03_S44_L005	dedup/star/Int-04_S45_L005.bam:Int-04_S45_L005	dedup/star/Liv-01_S38_L005.bam:Liv-01_S38_L005	dedup/star/Liv-02_S39_L005.bam:Liv-02_S39_L005	dedup/star/Liv-03_S40_L005.bam:Liv-03_S40_L005	dedup/star/Liv-04_S41_L005.bam:Liv-04_S41_L005
Smp_134860	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	41581862;41585298;41585903;41587870;41590616;41592978;41593462;41594206;41595729;41596057;41597817;41598685;41599842;41600498;41602058;41604262;41605511;41607349;41609130;41610350;41612237;41614209;41615611;41617726;41619300;41621913;41623620;41625643;41627180;41629146;41630085;41630723;41632977;41634563;41635681;41637923;41639001;41641348;41641907;41642012;41642181;41642317;41642452;41642665	41582253;41585537;41586013;41588021;41591034;41593270;41593836;41594787;41595914;41596311;41597981;41598945;41600057;41600770;41602192;41604482;41605690;41607466;41609251;41610599;41612431;41614607;41615893;41618168;41619614;41622224;41624144;41625892;41627358;41629306;41630605;41630798;41633267;41634641;41635778;41638094;41639185;41641459;41641975;41642146;41642279;41642410;41642635;41642795	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10254	458.50	49	195	351	180	105	75	241.33
Smp_309430	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	41669267;41669678;41669889;41670008;41670954;41673141;41678358;41679546;41680700;41681663;41684771;41686306;41688494;41689363;41690883;41691986;41694068;41696202;41697517;41698474;41701274	41669644;41669856;41669968;41670086;41671071;41673397;41678668;41679780;41680891;41681935;41684921;41686525;41688641;41689475;41691039;41692186;41694154;41696414;41697597;41698848;41701889	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4464	208.50	26	93	214.50	86.50	53	43	240
Smp_246290	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	41704513;41707038;41709026;41713287;41715060;41724456;41730761;41732154;41758308;41762316;41767840;41771630;41775559;41777425;41790591;41827231;41828473;41832103;41835786;41837712;41850170;41852901;41859262	41705718;41707576;41709152;41713609;41715468;41724637;41730837;41732222;41758411;41762439;41767910;41771758;41775679;41777502;41790789;41827354;41828540;41833195;41835830;41837843;41850306;41852981;41859408	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5585	82	12	46	101	48.50	25	23	79
Smp_023470	SM_V10_3	41716342	41718943	+	2602	8	3	7	4	6	3	2	3
Smp_134820	SM_V10_3	41800462	41803750	+	3289	3	0	2	1	1	0	0	0
Smp_326690	SM_V10_3	41864913	41866168	-	1256	0	0	1	0	0	0	0	0
Smp_134800	SM_V10_3;SM_V10_3;SM_V10_3	41867532;41868768;41870403	41868717;41868895;41874272	+;+;+	5184	5	2	4	6	2	5	1	6
Smp_134790	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	41890835;41895985;41901126;41903454	41891057;41896081;41901560;41903908	-;-;-;-	1210	84	10	36	60.75	29	44.75	15	60.50
Smp_342930	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	41909677;41911973;41913301;41916751	41911156;41912515;41913712;41917098	-;-;-;-	2783	67	14	48	67	37	35	15	76
Smp_346950	SM_V10_3;SM_V10_3	41934733;41935937	41934985;41937278	-;-	1595	1	0	0	1	0	0	0	0
Smp_342920	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	41945481;41948875;41951763;41954756;41956953;41957646;41958751;41961782;41977308;41989406	41946544;41949146;41951833;41955289;41957127;41957783;41958887;41962108;41979010;41989446	-;-;-;-;-;-;-;-;-;-	4462	8.50	2	7	28	6	5	5	9
Smp_023360	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	41998616;41998743;41998838;41998947;41999102;41999232;42001142;42007116;42009504;42012690	41998710;41998798;41998915;41999066;41999197;41999357;42001348;42007410;42009922;42013011	+;+;+;+;+;+;+;+;+;+	1814	1228.17	175	780.50	1241	566	797.50	258	1056
Smp_134720	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	42016370;42018754;42021593;42024637;42032520	42017328;42018891;42021807;42025132;42033148	-;-;-;-;-	2437	7	0	6	14	4	7	3.50	3
Smp_309500	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	42060182;42061702;42065422;42066393;42067533	42060659;42062167;42065636;42066530;42068141	+;+;+;+;+	1906	4.50	0	4	4.50	7	8	4	7
Smp_309510	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	42094991;42096711;42097605;42100635;42102536	42095683;42096848;42097819;42101100;42103368	-;-;-;-;-	2345	2.50	3.50	0	5.50	0	5.50	0.50	5.67
Smp_350060	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	42123517;42126808;42130137;42132739;42134169	42125699;42126945;42130348;42133208;42134760	-;-;-;-;-	3595	1	0	0	2	1	0	0.50	3
Smp_335880	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	42152263;42162269;42166280;42169623;42170760	42152895;42162764;42166494;42169760;42171724	+;+;+;+;+	2447	3	0	2	2	0	0.50	0	2
Smp_333670	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	42173091;42175187;42176573;42177651;42181843;42182749;42188006;42190895;42193821;42198096;42199563;42205461	42173742;42175446;42176787;42177962;42181907;42182858;42188173;42191131;42194041;42198374;42199730;42205579	-;-;-;-;-;-;-;-;-;-;-;-	2806	9	2	10	27	9	16	4	12
Smp_026880	SM_V10_3;SM_V10_3	42210333;42224532	42210458;42224669	-;-	264	0	0	0	0	0	0	0	0
Smp_136710	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	42226623;42226623;42230421;42230421;42232630;42232630;42238178;42238178;42240133;42240133;42244025;42244025;42252484;42252484;42255462;42255462;42257748;42257748;42259404;42259404;42260727;42260727;42264178;42264178;42269365;42269584;42274506;42274506;42276697;42276697;42278567;42278567	42226929;42226929;42230438;42230438;42232712;42232712;42238282;42238282;42240271;42240271;42244347;42244347;42252881;42252881;42255705;42255705;42258110;42258110;42259739;42259739;42260940;42260940;42264473;42264473;42269498;42269717;42274623;42274623;42276814;42276814;42280031;42280031	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4795	60	54	237.50	430.50	48	139.50	31	93
Smp_136730	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	42311655;42312357;42312628;42312915;42314330;42315808;42319481	42311779;42312513;42312870;42313117;42314452;42316048;42319937	+;+;+;+;+;+;+	1549	0	0	0	0	0	0	0	0
Smp_026910	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	42329965;42330147;42330231;42330466;42330529;42330800;42332539;42333577;42335164;42336456;42337750;42338000;42339928;42341884;42343283;42345500	42330111;42330197;42330430;42330494;42330748;42330952;42332644;42333711;42335269;42336552;42337859;42338124;42340041;42341977;42343391;42346205	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2502	559.17	116.67	530.50	658.50	321	460.50	180.50	645.05
Smp_026920	SM_V10_3	42361573	42371467	+	9895	27.06	24.17	20.60	31.95	12.18	26.85	5.18	29.89
Smp_026930	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	42398984;42403580;42405338;42408548	42400731;42403847;42405617;42411049	-;-;-;-	4798	169	31	131	194	95.50	152.17	48	169
Smp_136740	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	42421443;42421646;42423344;42424394;42427665	42421619;42421911;42423519;42424518;42428277	+;+;+;+;+	1357	268.00	52	172	251.50	134.50	176	45	208.50
Smp_213390	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	42449573;42449750;42449825;42449982;42450145;42452063;42453488;42453654;42454338;42456120;42457150	42449716;42449787;42449945;42450113;42450278;42452254;42453578;42453695;42454403;42456484;42459807	+;+;+;+;+;+;+;+;+;+;+	3983	635.50	111	422	653.50	325	309.00	166.75	501
Smp_213400	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	42460027;42463097;42464477;42464950;42466500;42468047;42469707;42471857;42472358;42472777;42473903;42474821;42475594;42476868;42480061;42480469	42460345;42463154;42464606;42465268;42466698;42468219;42469880;42472114;42472522;42472950;42473985;42475361;42475818;42477092;42480162;42480809	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3486	361	56	189	286.75	189	88	73	331
Smp_136760	SM_V10_3;SM_V10_3	42503570;42531018	42503889;42531239	-;-	542	71	22	69	79	25	83	15	37
Smp_136770	SM_V10_3;SM_V10_3;SM_V10_3	42564951;42567807;42568796	42565349;42568096;42572679	-;-;-	4573	109.32	11.58	58.20	119.67	53.26	63.56	27.00	73.07
Smp_027000	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	42585266;42585266;42587522;42589834	42586114;42586114;42589309;42591532	+;+;+;+	4336	207	41	147	235	117	141	58	166
Smp_027010	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	42626379;42632561;42634031;42635916;42636906;42638047;42638369;42638519;42638735	42626875;42632680;42634192;42636015;42637093;42638331;42638481;42638700;42638863	-;-;-;-;-;-;-;-;-	1776	162	44	130.50	228	80	103	28	137
Smp_136780	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	42652443;42653840;42655061;42656605	42653404;42654041;42655378;42656652	-;-;-;-	1530	86	19	65	111	52	78	24	90
Smp_027040	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	42729112;42729112;42734032;42739805;42739805;42741614;42741614;42741943;42741943;42744263;42744263;42744409;42744409;42744562;42744565;42744683;42744683;42744788;42744788	42729852;42729852;42734214;42739905;42739905;42741709;42741709;42742087;42742087;42744376;42744376;42744529;42744529;42744638;42744638;42744755;42744755;42744932;42744932	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1796	142	28	122	139	87	81.50	45	103
Smp_333680	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	42755086;42759289;42760828;42762090;42763945;42766207;42769530;42773689;42775637;42776470;42777769;42778709;42789524;42793520;42797859;42800380;42803117;42805168;42808536;42813913;42815344;42818104;42819786;42822208	42755191;42759400;42760960;42762293;42764259;42766454;42769602;42773775;42775756;42776544;42777943;42778820;42789829;42793615;42798000;42800736;42803265;42805437;42808559;42814029;42815601;42818325;42819914;42824115	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5738	106.00	18.50	66.00	123.00	37	46	24.50	65
Smp_027080	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	42833656;42837566;42838809;42843493;42843712;42845363	42834564;42837711;42838843;42843603;42843893;42845741	+;+;+;+;+;+	1762	337	57	211	288.50	166	319	94	243
Smp_336330	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	42848363;42850927;42851892;42853839;42854866;42856473;42856655	42849231;42850992;42851974;42854022;42855025;42856617;42856772	-;-;-;-;-;-;-	1625	114	25	96	130.50	75	75	28	95
Smp_335890	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	42870216;42870216;42870216;42872086;42872369;42872369;42872369;42873799;42873799;42873799;42875128	42872328;42871113;42872328;42872328;42872568;42872568;42872568;42873921;42876527;42876527;42876527	+;+;+;+;+;+;+;+;+;+;+	5042	1	0	0	4	0	0	0	0
Smp_326700	SM_V10_3;SM_V10_3	42877221;42880262	42878864;42880612	-;-	1995	0	0	0	0	0	0	0	0
Smp_335900	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	42883486;42888492;42888775;42891472;42892931;42894105	42883735;42888734;42888974;42891594;42893165;42894339	+;+;+;+;+;+	1286	0	0	0	0	0	0	0	0
Smp_309540	SM_V10_3;SM_V10_3;SM_V10_3	42914714;42920902;42921185	42915187;42921144;42921601	+;+;+	1134	0	0	0	0	0	0	0	0
Smp_018800	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	42951042;42952046;42953788;42954721;42954961;42963161	42951275;42952280;42953910;42954920;42955203;42963572	-;-;-;-;-;-	1447	0	0	0	0	0	0	0	0
Smp_132470	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	42977274;42978810;42981150;42982114;42982354;42985848	42977873;42979044;42981272;42982313;42982596;42986067	-;-;-;-;-;-	1621	2	0	1	0	1	0	0	0
Smp_132480	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	42998264;42999424;43002315;43003837;43004077;43007949	42998713;42999661;43002437;43004036;43004319;43008169	-;-;-;-;-;-	1475	0	0	0	0	0	1	1	0
Smp_342650	SM_V10_3	43034690	43036968	-	2279	3	0	3	5	1	1	0	2
Smp_342660	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	43046962;43058821;43065225;43070328;43071739;43075240;43077183;43085982;43088704;43092045;43095061;43097741;43101831	43050975;43058967;43065411;43070554;43071807;43075580;43077271;43086324;43088785;43092150;43095180;43097817;43102109	+;+;+;+;+;+;+;+;+;+;+;+;+	6081	0	1	0	0	2	0	0	0
Smp_342670	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	43103323;43104869;43106973;43111165;43112452;43115438;43117416;43118636;43120608;43120696;43120816;43120981	43103802;43105268;43107091;43111261;43112859;43115746;43117691;43120567;43120660;43120784;43120944;43121128	-;-;-;-;-;-;-;-;-;-;-;-	4440	108	23	27	65	48	13	8	52
Smp_342680	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	43130472;43130806;43134545;43137591;43141615;43145501;43149996;43158997;43160367;43165216	43130765;43131092;43134903;43137739;43142026;43145723;43150389;43159071;43160449;43165878	+;+;+;+;+;+;+;+;+;+	2939	8	5	13	13	3	2	1	3
Smp_018870	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	43233552;43234052;43235378;43237269;43240771;43245196;43248155	43234004;43234327;43235735;43237543;43241089;43245536;43248726	+;+;+;+;+;+;+	2594	31	4	15	49.50	5	9	2	20
Smp_018880	SM_V10_3;SM_V10_3;SM_V10_3	43253202;43254227;43254338	43254110;43254275;43254388	-;-;-	1009	1	2	3	6	1	0	1	1
Smp_342690	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	43268868;43268868;43270381;43270588;43275015;43275015;43277456;43277456;43281226;43281226;43283784;43283784	43268925;43268925;43270781;43270781;43275088;43275088;43277644;43277644;43281345;43281345;43284446;43284446	+;+;+;+;+;+;+;+;+;+;+;+	1505	76	16	48	69	69	64	27	78
Smp_214060	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	43296702;43296839;43296929;43298456;43303658;43303925;43306070;43307988;43308409;43309291	43296797;43296889;43297226;43298559;43303777;43304039;43306249;43308165;43308507;43309546	+;+;+;+;+;+;+;+;+;+	1497	1068	239	993.50	1612.50	383.58	798.50	170.50	768.92
Smp_132540	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	43313096;43317899;43320435;43321638;43324407;43325549;43326360;43327769;43330675;43334755;43335845;43341368;43342226;43345132;43346743;43350764;43354747;43355267;43357386;43373366;43375257;43377828;43380005;43380809;43382977;43385077;43387355;43392469;43396769;43401209;43402546;43417344;43420139;43425836;43457224	43314181;43318366;43320732;43321936;43324646;43325688;43326453;43327908;43331214;43334826;43335916;43341439;43342297;43345240;43347059;43350832;43354818;43355338;43357457;43373440;43375485;43377997;43380076;43380880;43383048;43385148;43387426;43392628;43396953;43401280;43402617;43417415;43420210;43425907;43457968	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6588	6	1	7	13	7	5	2	5
Smp_018930	SM_V10_3	43468128	43472213	+	4086	163.50	18	72	103.50	51	55.50	7	74
Smp_018940	SM_V10_3;SM_V10_3	43472798;43475547	43473283;43477184	-;-	2124	3	0	2	5	0	3	0	2
Smp_018950	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	43480878;43481757;43482312;43487388;43491040;43493026;43495061	43480935;43482107;43482567;43487515;43491237;43493399;43495782	+;+;+;+;+;+;+	2087	162	17	70	104	74.00	42	24	106
Smp_132550	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	43504791;43506312;43508623;43509874;43511642;43514090;43516377;43517767;43522107;43524004	43505060;43506641;43508778;43510037;43512002;43514269;43516563;43517837;43522354;43524104	-;-;-;-;-;-;-;-;-;-	2068	4	0	1	3	1	1	0	0
Smp_342700	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	43527798;43530948;43534006;43539484;43541527;43543728;43550288;43553025;43555478;43557742	43530293;43531491;43534478;43539771;43541708;43543836;43550473;43553317;43555736;43558686	+;+;+;+;+;+;+;+;+;+	5775	94	14	63	114	62	39	29	106
Smp_018980	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	43566087;43568128;43574346;43580887;43583500;43587040;43591021;43613001	43566900;43568630;43576711;43581210;43583583;43587169;43591424;43613354	-;-;-;-;-;-;-;-	4979	12	0	8.50	16	5	3	7	13
Smp_202180	SM_V10_3	43642161	43642385	+	225	0	0	0	0	0	0	0	0
Smp_018990	SM_V10_3;SM_V10_3	43685729;43685909	43685872;43686484	-;-	720	2613	459	1424	1908.33	980.75	1663.50	481	1456.00
Smp_326710	SM_V10_3;SM_V10_3	43697668;43698646	43697754;43698962	+;+	404	0	0	2	4	1	5	0	4
Smp_309570	SM_V10_3;SM_V10_3;SM_V10_3	43703693;43704984;43705095	43704852;43705032;43705144	-;-;-	1259	1	0	0	0	0	2	0	0
Smp_309580	SM_V10_3;SM_V10_3;SM_V10_3	43706518;43706773;43706953	43706710;43706821;43707734	+;+;+	1024	0	0	0	0	0	0.50	0	0
Smp_326720	SM_V10_3;SM_V10_3;SM_V10_3	43717098;43717193;43718331	43717146;43717256;43718556	+;+;+	339	0	0	0	0	0	0	0	0
Smp_019010	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	43719215;43721562;43723284;43725853;43726092;43728612	43720866;43721708;43723578;43726055;43727411;43728664	-;-;-;-;-;-	3670	571	99.50	353	524.25	211.00	252	105	313
Smp_241840	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	43738149;43742015;43746987;43751017;43755520;43757050;43760144;43763704;43768169	43738926;43742338;43747095;43751104;43755587;43757375;43760372;43763968;43768254	-;-;-;-;-;-;-;-;-	2273	52	10	33	39	27	21	13.50	55.50
Smp_019030	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	43785714;43786533;43786667;43788524;43790198;43792754;43795444	43786494;43786630;43786827;43788712;43790460;43793049;43795948	+;+;+;+;+;+;+	2293	132	15	106.50	192	43	77	22	123.50
Smp_019040	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	43805461;43811881;43813659;43815239;43817152;43820793;43823242;43825307;43829161;43830411;43834949;43836380;43837888;43845402	43805738;43812023;43813708;43815329;43817896;43821273;43823507;43825444;43829336;43830516;43835004;43836498;43838001;43845570	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2932	90.50	10	50	88	33	38	18	80
Smp_185180	SM_V10_3	43846002	43847129	+	1128	1.42	0	0.22	2.20	0.43	0	0	4.50
Smp_019050	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	43867393;43867534;43867674;43867801	43867499;43867639;43867763;43868014	+;+;+;+	517	216.50	35	95	167.00	65	127	30	128
Smp_019060	SM_V10_3;SM_V10_3;SM_V10_3	43871705;43875250;43875365	43871983;43875327;43875425	-;-;-	418	376	103	340.80	427	313	576	147	278
Smp_132590	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	43887012;43887099;43887444;43887657;43887744;43887815;43887932;43890335;43890808;43893143;43896631;43898418;43899863;43905444;43907176;43909027;43912118	43887069;43887408;43887625;43887705;43887784;43887899;43888225;43890480;43891005;43893199;43897153;43898550;43899993;43905494;43907253;43909198;43912478	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2869	240	22	115	228	92	76	43	219
Smp_309590	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	43915774;43915774;43921097;43921097;43922779;43922779;43924302;43924302;43925412;43925412;43927607;43927607;43928990;43928990;43932145;43932145;43933606;43933606;43939267;43939267;43942338;43942338;43951476;43951476;43954694;43954694;43956698;43956698;43963350;43963350;43975844;43975844;43981672;43981672;43982034;43982034	43916454;43917981;43921292;43921292;43922966;43922966;43924469;43924469;43925622;43925622;43927792;43927792;43929279;43929279;43932475;43932475;43933784;43933784;43939306;43939306;43942411;43942411;43951707;43951707;43954960;43954960;43956988;43956988;43963859;43963859;43976595;43976595;43981791;43981791;43988949;43988949	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	13159	104	17	70.50	137.50	81	61	36	112
Smp_346790	SM_V10_3;SM_V10_3	44023240;44096667	44026983;44096924	-;-	4002	14	3	15	21.50	5	4	3	11
